ID,Recency,Frequency,Monetary,Age,Age Group,Country,R,F,M,RFMGroup,RFMScore,RFM_loyalty_level,Clusters
9624,46,9,855,64,Baby Boomers,SP,2,3,1,231,6,Platinum,2
9635,13,6,108,39,Millennials,SP,1,3,3,133,7,Gold,0
9645,98,19,1226,54,Gen X,SP,4,1,1,411,6,Platinum,1
9648,20,9,213,55,Gen X,SP,1,3,3,133,7,Gold,0
9653,16,5,42,47,Gen X,SA,1,4,4,144,9,Silver,0
9665,48,10,300,65,Baby Boomers,SA,2,3,2,232,7,Gold,0
9668,14,6,40,51,Gen X,SA,1,3,4,134,8,Silver,0
9671,47,5,38,54,Gen X,SP,2,4,4,244,10,Bronze,0
9672,82,4,20,52,Gen X,CA,4,4,4,444,12,Bronze,3
9687,1,11,614,47,Gen X,CA,1,2,2,122,5,Platinum,2
9697,86,15,504,71,Baby Boomers,SP,4,1,2,412,7,Gold,1
9699,12,18,663,56,Gen X,SP,1,1,2,112,4,Platinum,2
9701,13,7,107,34,Millennials,CA,1,3,3,133,7,Gold,0
9703,70,5,114,52,Gen X,SA,3,4,3,343,10,Bronze,3
9706,98,5,83,48,Gen X,CA,4,4,3,443,11,Bronze,3
9707,65,15,1148,53,Gen X,SP,3,1,1,311,5,Platinum,1
9710,80,18,777,53,Gen X,SP,4,1,2,412,7,Gold,1
9723,8,20,889,62,Baby Boomers,CA,1,1,1,111,3,Platinum,2
9725,16,3,11,56,Gen X,SP,1,4,4,144,9,Silver,0
9727,13,6,39,65,Baby Boomers,CA,1,3,4,134,8,Silver,0
9729,48,15,452,67,Baby Boomers,GER,2,1,2,212,5,Platinum,2
9733,52,3,15,44,Gen X,IND,3,4,4,344,11,Bronze,3
9736,51,6,77,42,Gen X,US,3,3,3,333,9,Silver,3
9738,43,6,85,36,Millennials,SA,2,3,3,233,8,Silver,0
9739,55,4,84,59,Baby Boomers,SP,3,4,3,343,10,Bronze,3
9743,85,19,1699,67,Baby Boomers,CA,4,1,1,411,6,Platinum,1
9750,41,15,1144,61,Baby Boomers,SP,2,1,1,211,4,Platinum,2
9757,98,17,1426,50,Gen X,SP,4,1,1,411,6,Platinum,1
9760,24,20,1024,59,Baby Boomers,SA,1,1,1,111,3,Platinum,2
9771,97,10,225,34,Millennials,IND,4,3,3,433,10,Bronze,3
9780,12,21,622,51,Gen X,SP,1,1,2,112,4,Platinum,2
9790,12,15,1154,65,Baby Boomers,CA,1,1,1,111,3,Platinum,2
9797,38,11,377,66,Baby Boomers,SP,2,2,2,222,6,Platinum,0
9799,57,14,1038,54,Gen X,SP,3,2,1,321,6,Platinum,1
9805,65,16,501,69,Baby Boomers,CA,3,1,2,312,6,Platinum,1
9817,71,21,1006,52,Gen X,IND,3,1,1,311,5,Platinum,1
9826,96,15,1839,50,Gen X,US,4,1,1,411,6,Platinum,1
9829,42,6,43,44,Gen X,SP,2,3,4,234,9,Silver,0
9847,39,10,375,67,Baby Boomers,SP,2,3,2,232,7,Gold,0
9850,32,3,16,50,Gen X,SP,2,4,4,244,10,Bronze,0
9855,25,19,1000,70,Baby Boomers,SP,2,1,1,211,4,Platinum,2
9860,11,8,181,63,Baby Boomers,SP,1,3,3,133,7,Gold,0
9862,37,5,14,53,Gen X,CA,2,4,4,244,10,Bronze,0
9888,3,11,895,53,Gen X,SP,1,2,1,121,4,Platinum,2
9904,50,18,733,66,Baby Boomers,CA,2,1,2,212,5,Platinum,1
9905,69,6,177,70,Baby Boomers,SP,3,3,3,333,9,Silver,3
9907,80,16,922,53,Gen X,GER,4,1,1,411,6,Platinum,1
9909,24,6,35,26,Millennials,AUS,1,3,4,134,8,Silver,0
9916,92,5,49,68,Baby Boomers,SA,4,4,3,443,11,Bronze,3
9923,6,6,84,50,Gen X,SP,1,3,3,133,7,Gold,0
9925,97,7,184,41,Gen X,SP,4,3,3,433,10,Bronze,3
9930,8,19,982,78,Pre Boomers,CA,1,1,1,111,3,Platinum,2
9937,75,14,417,43,Gen X,US,4,2,2,422,8,Silver,1
9938,82,10,1349,68,Baby Boomers,IND,4,3,1,431,8,Silver,1
9940,97,10,772,64,Baby Boomers,SA,4,3,2,432,9,Silver,1
9949,36,9,755,46,Gen X,CA,2,3,2,232,7,Gold,2
9952,53,9,1039,75,Baby Boomers,SA,3,3,1,331,7,Gold,1
9955,20,7,103,68,Baby Boomers,SP,1,3,3,133,7,Gold,0
9958,54,18,705,50,Gen X,AUS,3,1,2,312,6,Platinum,1
9960,52,3,1,31,Millennials,SA,3,4,4,344,11,Bronze,3
9964,56,12,312,43,Gen X,SP,3,2,2,322,7,Gold,3
9967,30,13,371,48,Gen X,US,2,2,2,222,6,Platinum,2
9970,3,7,110,45,Gen X,CA,1,3,3,133,7,Gold,0
9971,22,12,485,58,Baby Boomers,SA,1,2,2,122,5,Platinum,2
9972,25,4,40,67,Baby Boomers,SA,2,4,4,244,10,Bronze,0
9973,28,15,471,59,Baby Boomers,SP,2,1,2,212,5,Platinum,2
9974,75,5,41,48,Gen X,SA,4,4,4,444,12,Bronze,3
9977,99,14,641,49,Gen X,US,4,2,2,422,8,Silver,1
9984,25,12,509,41,Gen X,SP,2,2,2,222,6,Platinum,2
9986,8,6,39,40,Millennials,SA,1,3,4,134,8,Silver,0
9988,84,19,720,46,Gen X,CA,4,1,2,412,7,Gold,1
9999,2,18,840,57,Baby Boomers,SP,1,1,2,112,4,Platinum,2
10001,98,5,39,37,Millennials,SP,4,4,4,444,12,Bronze,3
10010,43,5,118,69,Baby Boomers,AUS,2,4,3,243,9,Silver,0
10022,78,3,16,49,Gen X,SP,4,4,4,444,12,Bronze,3
10031,50,7,45,46,Gen X,SA,2,3,3,233,8,Silver,0
10032,86,6,22,46,Gen X,SA,4,3,4,434,11,Bronze,3
10033,54,4,15,49,Gen X,GER,3,4,4,344,11,Bronze,3
10037,66,11,862,29,Millennials,SA,3,2,1,321,6,Platinum,1
10057,70,14,949,71,Baby Boomers,SP,3,2,1,321,6,Platinum,1
10061,29,21,884,72,Baby Boomers,US,2,1,1,211,4,Platinum,2
10065,27,6,24,52,Gen X,SP,2,3,4,234,9,Silver,0
10067,79,3,8,46,Gen X,GER,4,4,4,444,12,Bronze,3
10069,43,4,14,34,Millennials,SA,2,4,4,244,10,Bronze,0
10084,9,4,13,50,Gen X,IND,1,4,4,144,9,Silver,0
10089,5,19,760,48,Gen X,SA,1,1,2,112,4,Platinum,2
10091,78,12,907,66,Baby Boomers,SP,4,2,1,421,7,Gold,1
10092,46,12,1323,68,Baby Boomers,SP,2,2,1,221,5,Platinum,2
10095,9,15,1253,47,Gen X,CA,1,1,1,111,3,Platinum,2
10099,21,18,568,38,Millennials,SA,1,1,2,112,4,Platinum,2
10102,19,10,1143,56,Gen X,SA,1,3,1,131,5,Platinum,2
10104,65,3,6,48,Gen X,CA,3,4,4,344,11,Bronze,3
10120,84,9,204,67,Baby Boomers,US,4,3,3,433,10,Bronze,3
10127,21,12,373,57,Baby Boomers,CA,1,2,2,122,5,Platinum,0
10128,21,17,801,64,Baby Boomers,CA,1,1,2,112,4,Platinum,2
10129,35,15,1138,56,Gen X,SP,2,1,1,211,4,Platinum,2
10133,16,18,2101,52,Gen X,CA,1,1,1,111,3,Platinum,2
10140,27,9,1704,39,Millennials,IND,2,3,1,231,6,Platinum,2
10141,1,3,14,62,Baby Boomers,SA,1,4,4,144,9,Silver,0
10142,99,16,516,46,Gen X,US,4,1,2,412,7,Gold,1
10144,84,12,383,46,Gen X,SA,4,2,2,422,8,Silver,3
10146,17,4,39,50,Gen X,AUS,1,4,4,144,9,Silver,0
10150,10,14,1365,61,Baby Boomers,SA,1,2,1,121,4,Platinum,2
10151,38,16,610,62,Baby Boomers,SP,2,1,2,212,5,Platinum,2
10156,56,15,785,47,Gen X,SP,3,1,2,312,6,Platinum,1
10157,78,10,193,57,Baby Boomers,CA,4,3,3,433,10,Bronze,3
10159,77,20,889,52,Gen X,AUS,4,1,1,411,6,Platinum,1
10160,49,4,38,66,Baby Boomers,SP,2,4,4,244,10,Bronze,0
10163,28,15,1182,38,Millennials,SP,2,1,1,211,4,Platinum,2
10164,75,10,1467,64,Baby Boomers,SP,4,3,1,431,8,Silver,1
10172,95,15,1307,34,Millennials,SP,4,1,1,411,6,Platinum,1
10175,0,4,20,64,Baby Boomers,SP,1,4,4,144,9,Silver,0
10176,44,12,279,54,Gen X,SP,2,2,3,223,7,Gold,0
10177,4,13,900,68,Baby Boomers,SP,1,2,1,121,4,Platinum,2
10196,26,16,512,44,Gen X,US,2,1,2,212,5,Platinum,2
10203,77,4,27,32,Millennials,SP,4,4,4,444,12,Bronze,3
10207,40,3,14,44,Gen X,SA,2,4,4,244,10,Bronze,0
10212,43,6,85,36,Millennials,IND,2,3,3,233,8,Silver,0
10219,40,4,23,50,Gen X,CA,2,4,4,244,10,Bronze,0
10232,9,10,273,59,Baby Boomers,SP,1,3,3,133,7,Gold,0
10236,59,5,44,47,Gen X,SA,3,4,3,343,10,Bronze,3
10240,10,16,1292,73,Baby Boomers,CA,1,1,1,111,3,Platinum,2
10242,39,6,67,56,Gen X,SP,2,3,3,233,8,Silver,0
10245,71,11,609,36,Millennials,SP,3,2,2,322,7,Gold,1
10250,49,3,9,75,Baby Boomers,SP,2,4,4,244,10,Bronze,0
10258,94,4,32,57,Baby Boomers,US,4,4,4,444,12,Bronze,3
10260,74,11,281,57,Baby Boomers,SP,3,2,3,323,8,Silver,3
10262,96,6,25,42,Gen X,IND,4,3,4,434,11,Bronze,3
10264,60,3,11,43,Gen X,SA,3,4,4,344,11,Bronze,3
10270,8,6,38,41,Gen X,GER,1,3,4,134,8,Silver,0
10277,27,4,38,61,Baby Boomers,SP,2,4,4,244,10,Bronze,0
10281,11,12,481,52,Gen X,AUS,1,2,2,122,5,Platinum,2
10286,2,15,733,60,Baby Boomers,SA,1,1,2,112,4,Platinum,2
10299,73,19,728,53,Gen X,SP,3,1,2,312,6,Platinum,1
10304,77,3,14,63,Baby Boomers,SP,4,4,4,444,12,Bronze,3
10307,91,14,465,66,Baby Boomers,SP,4,2,2,422,8,Silver,1
10311,0,25,32,53,Gen X,SP,1,1,4,114,6,Platinum,2
10313,69,9,208,47,Gen X,SP,3,3,3,333,9,Silver,3
10314,79,14,1032,74,Baby Boomers,IND,4,2,1,421,7,Gold,1
10319,56,14,1198,51,Gen X,SP,3,2,1,321,6,Platinum,1
10323,88,9,253,70,Baby Boomers,SP,4,3,3,433,10,Bronze,3
10339,83,8,183,68,Baby Boomers,AUS,4,3,3,433,10,Bronze,3
10340,68,11,228,38,Millennials,SP,3,2,3,323,8,Silver,3
10341,45,7,135,74,Baby Boomers,AUS,2,3,3,233,8,Silver,0
10343,27,11,1095,31,Millennials,IND,2,2,1,221,5,Platinum,2
10350,37,4,38,72,Baby Boomers,SP,2,4,4,244,10,Bronze,0
10352,2,5,82,59,Baby Boomers,SA,1,4,3,143,8,Silver,0
10356,5,4,31,65,Baby Boomers,SP,1,4,4,144,9,Silver,0
10364,72,3,1,63,Baby Boomers,SP,3,4,4,344,11,Bronze,3
10377,37,11,273,64,Baby Boomers,SP,2,2,3,223,7,Gold,0
10379,87,14,458,60,Baby Boomers,SP,4,2,2,422,8,Silver,1
10380,50,6,81,50,Gen X,IND,2,3,3,233,8,Silver,0
10381,43,3,17,43,Gen X,SP,2,4,4,244,10,Bronze,0
10383,30,15,812,56,Gen X,AUS,2,1,2,212,5,Platinum,2
10390,27,4,17,63,Baby Boomers,SP,2,4,4,244,10,Bronze,0
10394,91,9,952,38,Millennials,CA,4,3,1,431,8,Silver,1
10395,25,6,49,36,Millennials,SP,2,3,3,233,8,Silver,0
10398,82,3,9,41,Gen X,SP,4,4,4,444,12,Bronze,3
10401,12,3,6,46,Gen X,GER,1,4,4,144,9,Silver,0
10402,94,4,35,55,Gen X,CA,4,4,4,444,12,Bronze,3
10403,43,6,21,44,Gen X,CA,2,3,4,234,9,Silver,0
10413,67,16,573,38,Millennials,SP,3,1,2,312,6,Platinum,1
10420,56,7,173,67,Baby Boomers,US,3,3,3,333,9,Silver,3
10424,60,13,956,54,Gen X,SA,3,2,1,321,6,Platinum,1
10430,22,8,1365,49,Gen X,AUS,1,3,1,131,5,Platinum,2
10432,26,4,11,48,Gen X,CA,2,4,4,244,10,Bronze,0
10446,58,12,653,65,Baby Boomers,CA,3,2,2,322,7,Gold,1
10448,55,10,299,66,Baby Boomers,SP,3,3,2,332,8,Silver,3
10451,6,3,13,57,Baby Boomers,SA,1,4,4,144,9,Silver,0
10466,86,5,46,57,Baby Boomers,SP,4,4,3,443,11,Bronze,3
10469,42,15,1450,41,Gen X,IND,2,1,1,211,4,Platinum,2
10470,0,5,65,43,Gen X,GER,1,4,3,143,8,Silver,0
10473,38,15,465,66,Baby Boomers,SP,2,1,2,212,5,Platinum,2
10475,39,10,257,52,Gen X,US,2,3,3,233,8,Silver,0
10476,0,8,204,64,Baby Boomers,US,1,3,3,133,7,Gold,0
10477,16,5,89,49,Gen X,SP,1,4,3,143,8,Silver,0
10478,53,17,591,72,Baby Boomers,SA,3,1,2,312,6,Platinum,1
10479,64,8,1083,47,Gen X,AUS,3,3,1,331,7,Gold,1
10486,54,12,713,74,Baby Boomers,SP,3,2,2,322,7,Gold,1
10489,35,15,1639,49,Gen X,SA,2,1,1,211,4,Platinum,2
10490,11,10,243,53,Gen X,AUS,1,3,3,133,7,Gold,0
10492,96,3,7,63,Baby Boomers,IND,4,4,4,444,12,Bronze,3
10500,96,7,40,38,Millennials,AUS,4,3,4,434,11,Bronze,3
10505,86,10,914,62,Baby Boomers,SA,4,3,1,431,8,Silver,1
10507,14,9,767,45,Gen X,US,1,3,2,132,6,Platinum,2
10509,46,6,67,67,Baby Boomers,US,2,3,3,233,8,Silver,0
10513,68,8,1172,30,Millennials,SP,3,3,1,331,7,Gold,1
10521,0,7,126,45,Gen X,SP,1,3,3,133,7,Gold,0
10524,29,7,504,59,Baby Boomers,CA,2,3,2,232,7,Gold,0
10525,40,3,18,36,Millennials,SP,2,4,4,244,10,Bronze,0
10530,0,9,954,63,Baby Boomers,IND,1,3,1,131,5,Platinum,2
10536,78,6,41,51,Gen X,SP,4,3,4,434,11,Bronze,3
10542,63,6,67,54,Gen X,SP,3,3,3,333,9,Silver,3
10548,30,15,672,27,Millennials,GER,2,1,2,212,5,Platinum,2
10552,18,11,233,43,Gen X,SP,1,2,3,123,6,Platinum,0
10556,51,12,317,63,Baby Boomers,SP,3,2,2,322,7,Gold,3
10560,23,4,19,42,Gen X,SP,1,4,4,144,9,Silver,0
10562,21,19,841,76,Pre Boomers,IND,1,1,2,112,4,Platinum,2
10573,27,10,239,69,Baby Boomers,IND,2,3,3,233,8,Silver,0
10581,41,11,372,45,Gen X,SP,2,2,2,222,6,Platinum,0
10582,3,17,560,43,Gen X,GER,1,1,2,112,4,Platinum,2
10584,77,13,774,46,Gen X,SP,4,2,2,422,8,Silver,1
10590,91,14,1440,66,Baby Boomers,SP,4,2,1,421,7,Gold,1
10591,37,8,156,53,Gen X,SP,2,3,3,233,8,Silver,0
10595,19,5,36,32,Millennials,SP,1,4,4,144,9,Silver,0
10598,89,5,29,55,Gen X,SP,4,4,4,444,12,Bronze,3
10602,30,7,100,39,Millennials,IND,2,3,3,233,8,Silver,0
10609,15,5,84,60,Baby Boomers,CA,1,4,3,143,8,Silver,0
10613,44,7,43,64,Baby Boomers,SP,2,3,4,234,9,Silver,0
10617,34,6,22,33,Millennials,SP,2,3,4,234,9,Silver,0
10619,29,14,1689,28,Millennials,SA,2,2,1,221,5,Platinum,2
10623,2,4,32,61,Baby Boomers,SP,1,4,4,144,9,Silver,0
10629,25,6,71,49,Gen X,GER,2,3,3,233,8,Silver,0
10634,56,12,322,71,Baby Boomers,SP,3,2,2,322,7,Gold,3
10637,77,6,51,58,Baby Boomers,SP,4,3,3,433,10,Bronze,3
10640,71,8,163,48,Gen X,SP,3,3,3,333,9,Silver,3
10641,5,5,15,44,Gen X,SP,1,4,4,144,9,Silver,0
10642,13,4,28,33,Millennials,SP,1,4,4,144,9,Silver,0
10643,23,16,474,35,Millennials,AUS,1,1,2,112,4,Platinum,2
10648,78,11,941,40,Millennials,SP,4,2,1,421,7,Gold,1
10652,48,9,807,65,Baby Boomers,CA,2,3,2,232,7,Gold,1
10659,7,5,21,43,Gen X,IND,1,4,4,144,9,Silver,0
10660,61,12,391,65,Baby Boomers,SP,3,2,2,322,7,Gold,3
10664,14,14,439,73,Baby Boomers,SP,1,2,2,122,5,Platinum,2
10669,8,13,362,41,Gen X,SP,1,2,2,122,5,Platinum,2
10673,6,11,1306,46,Gen X,SA,1,2,1,121,4,Platinum,2
10675,82,14,1138,66,Baby Boomers,SP,4,2,1,421,7,Gold,1
10676,3,10,797,40,Millennials,SP,1,3,2,132,6,Platinum,2
10678,91,21,840,63,Baby Boomers,SP,4,1,2,412,7,Gold,1
10680,71,6,61,36,Millennials,SP,3,3,3,333,9,Silver,3
10681,13,18,517,52,Gen X,SP,1,1,2,112,4,Platinum,2
10686,72,3,19,57,Baby Boomers,SP,3,4,4,344,11,Bronze,3
10691,55,3,21,62,Baby Boomers,SP,3,4,4,344,11,Bronze,3
10699,30,6,86,37,Millennials,SA,2,3,3,233,8,Silver,0
10701,60,19,977,49,Gen X,US,3,1,1,311,5,Platinum,1
10702,67,14,326,38,Millennials,SP,3,2,2,322,7,Gold,1
10703,86,5,84,47,Gen X,SP,4,4,3,443,11,Bronze,3
10704,65,15,496,53,Gen X,SP,3,1,2,312,6,Platinum,1
10708,50,4,27,44,Gen X,SP,2,4,4,244,10,Bronze,0
10710,61,3,10,43,Gen X,SP,3,4,4,344,11,Bronze,3
10711,23,15,667,77,Pre Boomers,SA,1,1,2,112,4,Platinum,2
10722,63,9,425,49,Gen X,IND,3,3,2,332,8,Silver,3
10727,43,20,1487,52,Gen X,SP,2,1,1,211,4,Platinum,2
10735,75,4,22,51,Gen X,SA,4,4,4,444,12,Bronze,3
10736,28,11,1044,51,Gen X,CA,2,2,1,221,5,Platinum,2
10738,55,5,59,71,Baby Boomers,AUS,3,4,3,343,10,Bronze,3
10741,70,11,296,71,Baby Boomers,SP,3,2,3,323,8,Silver,3
10742,72,9,680,39,Millennials,SP,3,3,2,332,8,Silver,1
10755,76,5,23,46,Gen X,AUS,4,4,4,444,12,Bronze,3
10757,36,3,11,55,Gen X,SP,2,4,4,244,10,Bronze,0
10766,22,12,485,58,Baby Boomers,SP,1,2,2,122,5,Platinum,2
10767,40,15,1280,33,Millennials,US,2,1,1,211,4,Platinum,2
10770,73,17,703,63,Baby Boomers,CA,3,1,2,312,6,Platinum,1
10779,16,4,34,39,Millennials,SP,1,4,4,144,9,Silver,0
10785,17,5,35,53,Gen X,SA,1,4,4,144,9,Silver,0
10789,13,5,61,58,Baby Boomers,SP,1,4,3,143,8,Silver,0
10790,40,3,14,37,Millennials,SP,2,4,4,244,10,Bronze,0
10795,14,5,41,49,Gen X,IND,1,4,4,144,9,Silver,0
10796,16,4,54,38,Millennials,IND,1,4,3,143,8,Silver,0
10812,89,5,83,44,Gen X,SA,4,4,3,443,11,Bronze,3
10814,6,19,1077,75,Baby Boomers,SP,1,1,1,111,3,Platinum,2
10821,45,9,219,44,Gen X,SP,2,3,3,233,8,Silver,0
10826,77,3,14,63,Baby Boomers,SP,4,4,4,444,12,Bronze,3
10827,49,7,112,55,Gen X,AUS,2,3,3,233,8,Silver,0
10832,4,12,328,64,Baby Boomers,SP,1,2,2,122,5,Platinum,0
10833,55,21,942,47,Gen X,SP,3,1,1,311,5,Platinum,1
10837,47,5,21,47,Gen X,CA,2,4,4,244,10,Bronze,0
10839,42,4,16,46,Gen X,CA,2,4,4,244,10,Bronze,0
10841,46,12,381,47,Gen X,SP,2,2,2,222,6,Platinum,0
10846,22,15,461,44,Gen X,CA,1,1,2,112,4,Platinum,2
10854,90,5,43,52,Gen X,IND,4,4,4,444,12,Bronze,3
10855,9,12,325,54,Gen X,SP,1,2,2,122,5,Platinum,0
10856,42,4,37,42,Gen X,CA,2,4,4,244,10,Bronze,0
10858,38,16,562,47,Gen X,SP,2,1,2,212,5,Platinum,2
10862,6,10,270,62,Baby Boomers,SP,1,3,3,133,7,Gold,0
10868,82,13,1043,71,Baby Boomers,SP,4,2,1,421,7,Gold,1
10870,46,13,934,55,Gen X,SA,2,2,1,221,5,Platinum,2
10872,65,15,1148,53,Gen X,SP,3,1,1,311,5,Platinum,1
10882,50,10,681,46,Gen X,SP,2,3,2,232,7,Gold,1
10888,46,14,462,61,Baby Boomers,US,2,2,2,222,6,Platinum,2
10897,63,21,1054,48,Gen X,AUS,3,1,1,311,5,Platinum,1
10905,7,10,252,67,Baby Boomers,SP,1,3,3,133,7,Gold,0
10906,52,8,353,74,Baby Boomers,SA,3,3,2,332,8,Silver,3
10909,9,10,1710,74,Baby Boomers,AUS,1,3,1,131,5,Platinum,2
10913,56,3,17,38,Millennials,SP,3,4,4,344,11,Bronze,3
10914,3,4,12,52,Gen X,SP,1,4,4,144,9,Silver,0
10925,93,14,732,39,Millennials,SA,4,2,2,422,8,Silver,1
10928,28,14,381,64,Baby Boomers,SP,2,2,2,222,6,Platinum,2
10936,79,9,1360,57,Baby Boomers,AUS,4,3,1,431,8,Silver,1
10949,8,13,1721,59,Baby Boomers,SP,1,2,1,121,4,Platinum,2
10951,20,11,297,54,Gen X,SP,1,2,2,122,5,Platinum,0
10955,68,7,1387,58,Baby Boomers,SP,3,3,1,331,7,Gold,1
10965,72,16,1392,67,Baby Boomers,SP,3,1,1,311,5,Platinum,1
10967,38,6,79,59,Baby Boomers,SA,2,3,3,233,8,Silver,0
10968,0,14,587,53,Gen X,IND,1,2,2,122,5,Platinum,2
10971,28,10,288,45,Gen X,SP,2,3,3,233,8,Silver,0
10972,52,10,829,73,Baby Boomers,SP,3,3,2,332,8,Silver,1
10981,27,13,971,34,Millennials,SA,2,2,1,221,5,Platinum,2
10983,17,19,632,70,Baby Boomers,SA,1,1,2,112,4,Platinum,2
10991,18,9,754,62,Baby Boomers,CA,1,3,2,132,6,Platinum,2
10992,77,15,1031,55,Gen X,SA,4,1,1,411,6,Platinum,1
10995,8,7,51,34,Millennials,SA,1,3,3,133,7,Gold,0
11003,10,5,14,42,Gen X,CA,1,4,4,144,9,Silver,0
11004,23,3,13,129,Pre Boomers,SA,1,4,4,144,9,Silver,0
11007,43,4,32,54,Gen X,SP,2,4,4,244,10,Bronze,0
11010,75,6,40,38,Millennials,SP,4,3,4,434,11,Bronze,3
11013,84,8,646,35,Millennials,SP,4,3,2,432,9,Silver,3
11025,9,6,111,61,Baby Boomers,SP,1,3,3,133,7,Gold,0
11030,90,3,12,46,Gen X,SP,4,4,4,444,12,Bronze,3
11031,90,4,37,72,Baby Boomers,AUS,4,4,4,444,12,Bronze,3
11039,51,9,169,47,Gen X,SP,3,3,3,333,9,Silver,3
11051,72,16,621,66,Baby Boomers,CA,3,1,2,312,6,Platinum,1
11056,18,13,1047,48,Gen X,SP,1,2,1,121,4,Platinum,2
11071,37,9,1534,38,Millennials,CA,2,3,1,231,6,Platinum,2
11074,94,13,977,45,Gen X,SA,4,2,1,421,7,Gold,1
11075,37,8,249,44,Gen X,CA,2,3,3,233,8,Silver,0
11084,4,10,970,46,Gen X,CA,1,3,1,131,5,Platinum,2
11086,18,4,9,38,Millennials,SP,1,4,4,144,9,Silver,0
11088,83,8,1718,51,Gen X,SP,4,3,1,431,8,Silver,1
11091,68,4,18,69,Baby Boomers,GER,3,4,4,344,11,Bronze,3
11092,78,5,34,61,Baby Boomers,SA,4,4,4,444,12,Bronze,3
11096,50,9,135,70,Baby Boomers,SP,2,3,3,233,8,Silver,3
11100,37,5,60,50,Gen X,CA,2,4,3,243,9,Silver,0
11101,17,19,566,31,Millennials,AUS,1,1,2,112,4,Platinum,2
11112,23,13,1129,56,Gen X,SP,1,2,1,121,4,Platinum,2
11114,94,5,38,52,Gen X,SP,4,4,4,444,12,Bronze,3
11121,76,7,44,41,Gen X,IND,4,3,3,433,10,Bronze,3
11148,85,3,7,47,Gen X,SP,4,4,4,444,12,Bronze,3
11166,81,10,290,61,Baby Boomers,SP,4,3,3,433,10,Bronze,3
11171,60,11,372,57,Baby Boomers,AUS,3,2,2,322,7,Gold,3
11176,12,12,468,52,Gen X,CA,1,2,2,122,5,Platinum,2
11178,69,4,27,50,Gen X,GER,3,4,4,344,11,Bronze,3
11187,23,5,20,44,Gen X,CA,1,4,4,144,9,Silver,0
11188,84,5,44,65,Baby Boomers,SP,4,4,3,443,11,Bronze,3
11191,11,6,107,36,Millennials,SP,1,3,3,133,7,Gold,0
